時間,地區別,船種,臺灣港口,重量(公噸)
098年04月,浙江洋山,貨櫃輪,基隆港,23
098年04月,遼寧營口,貨櫃輪,基隆港,9
098年04月,山東煙臺,貨櫃輪,基隆港,156
098年04月,廣東鹽田,貨櫃輪,基隆港,6351
098年04月,江蘇楊州,貨櫃輪,基隆港,138
098年04月,廣東湛江,貨櫃輪,基隆港,40
098年04月,江蘇鎮江,貨櫃輪,基隆港,119
098年04月,河南駐馬店,貨櫃輪,基隆港,12
098年04月,江蘇張家港,貨櫃輪,基隆港,1764
098年04月,浙江舟山,貨櫃輪,基隆港,32
098年04月,廣東肇慶,貨櫃輪,基隆港,100
098年04月,廣東中山,貨櫃輪,基隆港,1944
098年04月,廣東珠海,貨櫃輪,基隆港,424
098年04月,廣東廣州,油輪,基隆港,2937
098年04月,江蘇江陰,油輪,基隆港,4113
098年05月,河北保定,貨櫃輪,基隆港,0
098年05月,廣西北海,貨櫃輪,基隆港,27
098年05月,福建北茭,貨櫃輪,基隆港,15
098年05月,北京,貨櫃輪,基隆港,21
098年05月,廣東保安,貨櫃輪,基隆港,392
098年05月,廣東博羅,貨櫃輪,基隆港,18
098年05月,廣東廣州,貨櫃輪,基隆港,1300
098年05月,河南鄭州,貨櫃輪,基隆港,17
098年05月,江蘇常熟,貨櫃輪,基隆港,264
098年05月,陝西長安,貨櫃輪,基隆港,4
098年05月,上海漕涇,貨櫃輪,基隆港,52
098年05月,重慶,貨櫃輪,基隆港,122
098年05月,廣東從化,貨櫃輪,基隆港,106
098年05月,廣東昌平,貨櫃輪,基隆港,102
098年05月,湖南長沙,貨櫃輪,基隆港,71
098年05月,四川成都,貨櫃輪,基隆港,11
098年05月,廣東東莞,貨櫃輪,基隆港,2562
098年05月,江西東坑,貨櫃輪,基隆港,92
098年05月,遼寧大連,貨櫃輪,基隆港,1902
098年05月,廣東大嶺山,貨櫃輪,基隆港,20
098年05月,遼寧東港,貨櫃輪,基隆港,11
098年05月,廣東斗門,貨櫃輪,基隆港,469
098年05月,廣東鳳崗,貨櫃輪,基隆港,20
098年05月,福建福州,貨櫃輪,基隆港,136
098年05月,廣東佛山,貨櫃輪,基隆港,226
098年05月,遼寧撫順,貨櫃輪,基隆港,64
098年05月,福建福清,貨櫃輪,基隆港,66
098年05月,廣東福田,貨櫃輪,基隆港,44
098年05月,廣東高要,貨櫃輪,基隆港,160
098年05月,廣東公明,貨櫃輪,基隆港,21
098年05月,廣東高明,貨櫃輪,基隆港,78
098年05月,廣東,貨櫃輪,基隆港,23
098年05月,廣西貴港,貨櫃輪,基隆港,29
098年05月,廣東觀瀾,貨櫃輪,基隆港,8
098年05月,海南海口,貨櫃輪,基隆港,362
098年05月,廣東花都,貨櫃輪,基隆港,373
098年05月,浙江杭州,貨櫃輪,基隆港,84
098年05月,廣東虎門,貨櫃輪,基隆港,123
098年05月,廣東厚街,貨櫃輪,基隆港,3
098年05月,廣東鶴山,貨櫃輪,基隆港,134
098年05月,廣東黃埔,貨櫃輪,基隆港,2670
098年05月,廣東皇崗,貨櫃輪,基隆港,20
098年05月,廣東惠州,貨櫃輪,基隆港,1048
098年05月,黑龍江呼瑪,貨櫃輪,基隆港,11
098年05月,廣東黃埔新港,貨櫃輪,基隆港,2
098年05月,江蘇江陰,貨櫃輪,基隆港,1188
098年05月,江西九江,貨櫃輪,基隆港,60
098年05月,廣東江門,貨櫃輪,基隆港,205
098年05月,廣東九州,貨櫃輪,基隆港,205
098年05月,江西南昌,貨櫃輪,基隆港,52
098年05月,河北開平,貨櫃輪,基隆港,3
098年05月,江蘇昆山,貨櫃輪,基隆港,3841
098年05月,廣東寮步,貨櫃輪,基隆港,363
098年05月,廣東龍崗,貨櫃輪,基隆港,814
098年05月,廣東龍華,貨櫃輪,基隆港,32
098年05月,廣東蓮花山,貨櫃輪,基隆港,388
098年05月,湖南蘭市,貨櫃輪,基隆港,280
098年05月,廣東勒流,貨櫃輪,基隆港,118
098年05月,江蘇連雲港,貨櫃輪,基隆港,593
098年05月,福建馬尾,貨櫃輪,基隆港,479
098年05月,廣東麻湧,貨櫃輪,基隆港,2
098年05月,廣東馬坊,貨櫃輪,基隆港,17
098年05月,四川綿陽,貨櫃輪,基隆港,10
098年05月,廣東麻涌,貨櫃輪,基隆港,4
098年05月,廣東南海,貨櫃輪,基隆港,431
098年05月,廣東南澳,貨櫃輪,基隆港,0
098年05月,浙江寧波,貨櫃輪,基隆港,15535
098年05月,江蘇南京,貨櫃輪,基隆港,861
098年05月,廣東南沙,貨櫃輪,基隆港,179
098年05月,江蘇南通,貨櫃輪,基隆港,461
098年05月,廣東南頭,貨櫃輪,基隆港,12
098年05月,廣東平州,貨櫃輪,基隆港,17
098年05月,廣東平湖,貨櫃輪,基隆港,20
098年05月,貴州坪地,貨櫃輪,基隆港,4
098年05月,廣東坪山,貨櫃輪,基隆港,16
098年05月,廣東番禺市橋,貨櫃輪,基隆港,155
098年05月,上海浦東機場,貨櫃輪,基隆港,7
098年05月,廣東清溪,貨櫃輪,基隆港,224
098年05月,廣東清遠,貨櫃輪,基隆港,11
098年05月,福建泉州,貨櫃輪,基隆港,28
098年05月,廣東容奇,貨櫃輪,基隆港,1004
098年05月,上海,貨櫃輪,基隆港,49205
098年05月,遼寧瀋陽,貨櫃輪,基隆港,120
098年05月,廣東三山,貨櫃輪,基隆港,149
098年05月,廣東沙井,貨櫃輪,基隆港,317
098年05月,廣東蛇口,貨櫃輪,基隆港,245
098年05月,海南紅海,貨櫃輪,基隆港,21
098年05月,廣東四會,貨櫃輪,基隆港,20
098年05月,廣東沙田,貨櫃輪,基隆港,355
098年05月,廣東石碣,貨櫃輪,基隆港,75
098年05月,廣東三水,貨櫃輪,基隆港,3901
098年05月,河北石家莊,貨櫃輪,基隆港,5
098年05月,廣東南海三山,貨櫃輪,基隆港,65
098年05月,廣東穗港黃埔,貨櫃輪,基隆港,7
098年05月,廣東汕頭,貨櫃輪,基隆港,219
098年05月,浙江紹興縣,貨櫃輪,基隆港,2
098年05月,廣東十堰,貨櫃輪,基隆港,27
098年05月,江蘇蘇州,貨櫃輪,基隆港,3202
098年05月,廣東深圳,貨櫃輪,基隆港,2235
098年05月,江蘇太倉,貨櫃輪,基隆港,4425
098年05月,山東青島,貨櫃輪,基隆港,2322
098年05月,廣東太平,貨櫃輪,基隆港,1619
098年05月,天津,貨櫃輪,基隆港,735
098年05月,廣東塘廈,貨櫃輪,基隆港,110
098年05月,天津新港,貨櫃輪,基隆港,2017
098年05月,江蘇泰州,貨櫃輪,基隆港,11
098年05月,安徽蕪湖,貨櫃輪,基隆港,291
098年05月,浙江溫州,貨櫃輪,基隆港,633
098年05月,福建圍頭,貨櫃輪,基隆港,381
098年05月,湖北武漢,貨櫃輪,基隆港,24
098年05月,江蘇吳江,貨櫃輪,基隆港,268
098年05月,江蘇無錫,貨櫃輪,基隆港,949
098年05月,廣西梧州,貨櫃輪,基隆港,719
098年05月,廣東新豐,貨櫃輪,基隆港,772
098年05月,天津新港,貨櫃輪,基隆港,2302
098年05月,廣東小欖,貨櫃輪,基隆港,90
098年05月,廣東新會,貨櫃輪,基隆港,165
098年05月,廣東新塘,貨櫃輪,基隆港,944
098年05月,福建廈門,貨櫃輪,基隆港,10763
098年05月,青海西寧,貨櫃輪,基隆港,19
098年05月,湖南－－,貨櫃輪,基隆港,12
098年05月,福建仙游,貨櫃輪,基隆港,0
098年05月,浙江洋山,貨櫃輪,基隆港,9
098年05月,河北宜昌,貨櫃輪,基隆港,8
098年05月,遼寧營口,貨櫃輪,基隆港,41
098年05月,山東煙臺,貨櫃輪,基隆港,180
098年05月,廣東北滘,貨櫃輪,基隆港,5
098年05月,廣東鹽田,貨櫃輪,基隆港,7176
098年05月,江蘇楊州,貨櫃輪,基隆港,190
098年05月,廣東湛江,貨櫃輪,基隆港,20
098年05月,江蘇鎮江,貨櫃輪,基隆港,136
098年05月,河南駐馬店,貨櫃輪,基隆港,6
098年05月,江蘇張家港,貨櫃輪,基隆港,2256
098年05月,浙江舟山,貨櫃輪,基隆港,4
098年05月,廣東肇慶,貨櫃輪,基隆港,37
098年05月,廣東中山,貨櫃輪,基隆港,1924
098年05月,廣東珠海,貨櫃輪,基隆港,397
098年05月,福建漳州,貨櫃輪,基隆港,22
098年06月,安徽安慶,貨櫃輪,基隆港,21
098年06月,上海寶山碼頭,貨櫃輪,基隆港,0
098年06月,廣西北海,貨櫃輪,基隆港,12
098年06月,福建北茭,貨櫃輪,基隆港,74
098年06月,北京,貨櫃輪,基隆港,12
098年06月,廣東保安,貨櫃輪,基隆港,225
098年06月,廣東博羅,貨櫃輪,基隆港,10
098年06月,廣東廣州,貨櫃輪,基隆港,1293
098年06月,河南鄭州,貨櫃輪,基隆港,155
098年06月,吉林長春,貨櫃輪,基隆港,1
098年06月,江蘇常熟,貨櫃輪,基隆港,189
098年06月,陝西長安,貨櫃輪,基隆港,79
098年06月,上海漕涇,貨櫃輪,基隆港,31
098年06月,重慶,貨櫃輪,基隆港,26
098年06月,廣東長沙,貨櫃輪,基隆港,0
098年06月,廣東從化,貨櫃輪,基隆港,106
098年06月,廣東昌平,貨櫃輪,基隆港,97
098年06月,湖南長沙,貨櫃輪,基隆港,152
098年06月,四川成都,貨櫃輪,基隆港,16
098年06月,廣東赤灣,貨櫃輪,基隆港,149
098年06月,江蘇常州,貨櫃輪,基隆港,0
098年06月,廣東東莞,貨櫃輪,基隆港,2672
098年06月,江西東坑,貨櫃輪,基隆港,20
098年06月,遼寧大連,貨櫃輪,基隆港,1383
098年06月,廣東大嶺山,貨櫃輪,基隆港,20
098年06月,廣東丹灶,貨櫃輪,基隆港,34
098年06月,遼寧東港,貨櫃輪,基隆港,19
098年06月,廣東斗門,貨櫃輪,基隆港,209
098年06月,廣東恩平,貨櫃輪,基隆港,18
098年06月,廣西防城,貨櫃輪,基隆港,58
098年06月,廣東鳳崗,貨櫃輪,基隆港,59
098年06月,吉林豐廣,貨櫃輪,基隆港,0
098年06月,福建福州,貨櫃輪,基隆港,250
098年06月,廣東佛山,貨櫃輪,基隆港,367
098年06月,遼寧撫順,貨櫃輪,基隆港,58
098年06月,福建福清,貨櫃輪,基隆港,163
098年06月,廣東福田,貨櫃輪,基隆港,15
098年06月,雲南－－,貨櫃輪,基隆港,15
098年06月,廣東高沙,貨櫃輪,基隆港,2
098年06月,廣東公明,貨櫃輪,基隆港,5
098年06月,廣東高明,貨櫃輪,基隆港,131
098年06月,廣東,貨櫃輪,基隆港,11
098年06月,廣西貴港,貨櫃輪,基隆港,13
098年06月,廣東觀瀾,貨櫃輪,基隆港,3
098年06月,海南海口,貨櫃輪,基隆港,216
098年06月,廣東花都,貨櫃輪,基隆港,171
098年06月,廣東河源,貨櫃輪,基隆港,40
098年06月,安徽合肥,貨櫃輪,基隆港,2
098年06月,浙江杭州,貨櫃輪,基隆港,42
098年06月,廣東虎門,貨櫃輪,基隆港,41
098年06月,廣東橫崗,貨櫃輪,基隆港,1
098年06月,廣東厚街,貨櫃輪,基隆港,25
098年06月,湖北黃石,貨櫃輪,基隆港,10
098年06月,廣東鶴山,貨櫃輪,基隆港,137
098年06月,廣東黃埔,貨櫃輪,基隆港,2110
098年06月,廣東花都,貨櫃輪,基隆港,21
098年06月,廣東皇崗,貨櫃輪,基隆港,45
098年06月,廣東惠州,貨櫃輪,基隆港,907
098年06月,廣東黃埔新港,貨櫃輪,基隆港,38
098年06月,江蘇江陰,貨櫃輪,基隆港,3145
098年06月,江西九江,貨櫃輪,基隆港,29
098年06月,浙江嘉興,貨櫃輪,基隆港,16
098年06月,廣東江門,貨櫃輪,基隆港,128
098年06月,廣東九州,貨櫃輪,基隆港,197
098年06月,江西南昌,貨櫃輪,基隆港,81
098年06月,河北開平,貨櫃輪,基隆港,3
098年06月,江蘇昆山,貨櫃輪,基隆港,4331
098年06月,廣東寮步,貨櫃輪,基隆港,338
098年06月,廣東龍崗,貨櫃輪,基隆港,783
098年06月,廣東龍華,貨櫃輪,基隆港,3
098年06月,廣東蓮花山,貨櫃輪,基隆港,355
098年06月,湖南蘭市,貨櫃輪,基隆港,205
098年06月,廣東六都,貨櫃輪,基隆港,44
098年06月,廣東勒流,貨櫃輪,基隆港,153
098年06月,江蘇連雲港,貨櫃輪,基隆港,442
098年06月,福建馬尾,貨櫃輪,基隆港,291
098年06月,廣東麻湧,貨櫃輪,基隆港,0
098年06月,廣東梅州,貨櫃輪,基隆港,8
098年06月,廣東馬坊,貨櫃輪,基隆港,17
098年06月,廣東麻涌,貨櫃輪,基隆港,32
098年06月,廣東南海,貨櫃輪,基隆港,204
098年06月,廣東南澳,貨櫃輪,基隆港,0
098年06月,浙江寧波,貨櫃輪,基隆港,24371
098年06月,江蘇南京,貨櫃輪,基隆港,588
098年06月,廣東南沙,貨櫃輪,基隆港,145
098年06月,江蘇南通,貨櫃輪,基隆港,633
098年06月,廣東南頭,貨櫃輪,基隆港,20
098年06月,廣東南威,貨櫃輪,基隆港,0
098年06月,廣東平州,貨櫃輪,基隆港,46
098年06月,廣東平湖,貨櫃輪,基隆港,24
098年06月,廣東坪山,貨櫃輪,基隆港,60
098年06月,浙江平湖,貨櫃輪,基隆港,1
098年06月,廣東番禺市橋,貨櫃輪,基隆港,129
098年06月,福建莆田,貨櫃輪,基隆港,606
098年06月,上海浦東機場,貨櫃輪,基隆港,5
098年06月,廣東清溪,貨櫃輪,基隆港,204
098年06月,廣西企沙,貨櫃輪,基隆港,46
098年06月,廣東清遠,貨櫃輪,基隆港,13
098年06月,福建泉州,貨櫃輪,基隆港,98
098年06月,廣東容奇,貨櫃輪,基隆港,933
098年06月,上海,貨櫃輪,基隆港,57460
098年06月,遼寧瀋陽,貨櫃輪,基隆港,160
098年06月,廣東三山,貨櫃輪,基隆港,152
098年06月,廣東沙井,貨櫃輪,基隆港,177
098年06月,廣東蛇口,貨櫃輪,基隆港,155
098年06月,河北秦皇島,貨櫃輪,基隆港,29
098年06月,廣東沙田,貨櫃輪,基隆港,558
098年06月,廣東石碣,貨櫃輪,基隆港,29
098年06月,廣東三水,貨櫃輪,基隆港,1769
098年06月,廣東南海三山,貨櫃輪,基隆港,56
098年06月,廣東汕頭,貨櫃輪,基隆港,302
098年06月,浙江紹興縣,貨櫃輪,基隆港,2
098年06月,新疆鄯善,貨櫃輪,基隆港,6
098年06月,廣東十堰,貨櫃輪,基隆港,32
098年06月,江蘇蘇州,貨櫃輪,基隆港,3097
098年06月,廣東深圳,貨櫃輪,基隆港,2672
098年06月,江蘇太倉,貨櫃輪,基隆港,2428
098年06月,山東青島,貨櫃輪,基隆港,2707
098年06月,廣東太平,貨櫃輪,基隆港,2298
098年06月,黑龍江同江,貨櫃輪,基隆港,0
098年06月,天津,貨櫃輪,基隆港,466
098年06月,廣東塘廈,貨櫃輪,基隆港,178
098年06月,天津新港,貨櫃輪,基隆港,1409
098年06月,江蘇泰州,貨櫃輪,基隆港,15
098年06月,廣東外海,貨櫃輪,基隆港,0
098年06月,山東威海,貨櫃輪,基隆港,32
098年06月,山東濰坊,貨櫃輪,基隆港,2
098年06月,安徽蕪湖,貨櫃輪,基隆港,2
098年06月,浙江溫州,貨櫃輪,基隆港,219
098年06月,福建圍頭,貨櫃輪,基隆港,705
098年06月,湖北武漢,貨櫃輪,基隆港,37
098年06月,江蘇吳江,貨櫃輪,基隆港,312
098年06月,江蘇無錫,貨櫃輪,基隆港,875
098年06月,廣西梧州,貨櫃輪,基隆港,681
098年06月,廣東新豐,貨櫃輪,基隆港,473
098年06月,天津新港,貨櫃輪,基隆港,2964
098年06月,廣東香洲,貨櫃輪,基隆港,7
098年06月,廣東小欖,貨櫃輪,基隆港,39
098年06月,廣東新會,貨櫃輪,基隆港,49
098年06月,廣東新塘,貨櫃輪,基隆港,653
098年06月,福建廈門,貨櫃輪,基隆港,13107
098年06月,青海西寧,貨櫃輪,基隆港,15
098年06月,湖南－－,貨櫃輪,基隆港,9
098年06月,福建仙游,貨櫃輪,基隆港,3
098年06月,浙江洋山,貨櫃輪,基隆港,11
098年06月,山東煙臺,貨櫃輪,基隆港,81
098年06月,浙江餘姚,貨櫃輪,基隆港,11
098年06月,廣東鹽田,貨櫃輪,基隆港,3773
098年06月,江蘇楊州,貨櫃輪,基隆港,158
098年06月,廣東湛江,貨櫃輪,基隆港,320
098年06月,江蘇鎮江,貨櫃輪,基隆港,86
098年06月,河南駐馬店,貨櫃輪,基隆港,5
098年06月,江蘇張家港,貨櫃輪,基隆港,2174
098年06月,浙江舟山,貨櫃輪,基隆港,1
098年06月,廣東肇慶,貨櫃輪,基隆港,117
098年06月,廣東中山,貨櫃輪,基隆港,1565
098年06月,廣東珠海,貨櫃輪,基隆港,470
098年06月,山東青島,乾貨輪,基隆港,463
098年07月,安徽安慶,貨櫃輪,基隆港,21
098年07月,上海寶山碼頭,貨櫃輪,基隆港,0
098年07月,廣西北海,貨櫃輪,基隆港,18
098年07月,福建北茭,貨櫃輪,基隆港,76
098年07月,北京,貨櫃輪,基隆港,4
098年07月,廣東保安,貨櫃輪,基隆港,150
098年07月,廣東博羅,貨櫃輪,基隆港,50
098年07月,廣東布吉,貨櫃輪,基隆港,20
098年07月,廣東廣州,貨櫃輪,基隆港,1493
098年07月,河南鄭州,貨櫃輪,基隆港,166
098年07月,吉林長春,貨櫃輪,基隆港,1
098年07月,江蘇常熟,貨櫃輪,基隆港,194
098年07月,陝西長安,貨櫃輪,基隆港,69
098年07月,上海漕涇,貨櫃輪,基隆港,21
098年07月,重慶,貨櫃輪,基隆港,126
098年07月,廣東從化,貨櫃輪,基隆港,100
098年07月,廣東昌平,貨櫃輪,基隆港,119
098年07月,四川成都,貨櫃輪,基隆港,15
098年07月,廣東赤灣,貨櫃輪,基隆港,166
098年07月,江蘇常州,貨櫃輪,基隆港,0
098年07月,遼寧丹東,貨櫃輪,基隆港,55
098年07月,廣東東莞,貨櫃輪,基隆港,2716
098年07月,江西東坑,貨櫃輪,基隆港,92
098年07月,遼寧大連,貨櫃輪,基隆港,3498
098年07月,廣東大嶺山,貨櫃輪,基隆港,100
098年07月,廣東丹灶,貨櫃輪,基隆港,16
098年07月,遼寧東港,貨櫃輪,基隆港,16
098年07月,廣東斗門,貨櫃輪,基隆港,412
098年07月,廣西防城,貨櫃輪,基隆港,222
098年07月,廣東鳳崗,貨櫃輪,基隆港,136
098年07月,吉林豐廣,貨櫃輪,基隆港,17
098年07月,福建福州,貨櫃輪,基隆港,321
098年07月,廣東佛山,貨櫃輪,基隆港,347
098年07月,遼寧撫順,貨櫃輪,基隆港,41
098年07月,福建福清,貨櫃輪,基隆港,129
098年07月,廣東福田,貨櫃輪,基隆港,34
098年07月,廣東高要,貨櫃輪,基隆港,19
098年07月,廣東公明,貨櫃輪,基隆港,19
098年07月,廣東高明,貨櫃輪,基隆港,188
098年07月,廣東,貨櫃輪,基隆港,8
098年07月,廣西貴港,貨櫃輪,基隆港,6
098年07月,廣東觀瀾,貨櫃輪,基隆港,21
098年07月,海南海口,貨櫃輪,基隆港,75
098年07月,廣東花都,貨櫃輪,基隆港,271
098年07月,廣東河源,貨櫃輪,基隆港,40
098年07月,安徽合肥,貨櫃輪,基隆港,18
098年07月,浙江杭州,貨櫃輪,基隆港,54
098年07月,廣東虎門,貨櫃輪,基隆港,117
098年07月,廣東厚街,貨櫃輪,基隆港,53
098年07月,湖北黃石,貨櫃輪,基隆港,4
098年07月,廣東鶴山,貨櫃輪,基隆港,83
098年07月,廣東黃埔,貨櫃輪,基隆港,1907
098年07月,廣東皇崗,貨櫃輪,基隆港,40
098年07月,廣東惠州,貨櫃輪,基隆港,875
098年07月,黑龍江呼瑪,貨櫃輪,基隆港,7
098年07月,廣東黃埔新港,貨櫃輪,基隆港,6
098年07月,浙江湖州,貨櫃輪,基隆港,4
098年07月,江蘇江陰,貨櫃輪,基隆港,1311
098年07月,江西九江,貨櫃輪,基隆港,53
098年07月,廣東江門,貨櫃輪,基隆港,138
098年07月,廣東九州,貨櫃輪,基隆港,96
098年07月,江西南昌,貨櫃輪,基隆港,13
098年07月,雲南昆明,貨櫃輪,基隆港,0
098年07月,河北開平,貨櫃輪,基隆港,3
098年07月,江蘇昆山,貨櫃輪,基隆港,4333
098年07月,廣東寮步,貨櫃輪,基隆港,143
098年07月,廣東龍崗,貨櫃輪,基隆港,562
098年07月,廣東龍華,貨櫃輪,基隆港,0
098年07月,廣東蓮花山,貨櫃輪,基隆港,238
098年07月,湖南蘭市,貨櫃輪,基隆港,236
098年07月,廣東勒流,貨櫃輪,基隆港,252
098年07月,江蘇連雲港,貨櫃輪,基隆港,210
098年07月,福建馬尾,貨櫃輪,基隆港,938
098年07月,廣東麻湧,貨櫃輪,基隆港,1
098年07月,廣東馬坊,貨櫃輪,基隆港,51
098年07月,廣東南海,貨櫃輪,基隆港,886
098年07月,廣東南澳,貨櫃輪,基隆港,1
098年07月,浙江寧波,貨櫃輪,基隆港,21297
098年07月,江蘇南京,貨櫃輪,基隆港,578
098年07月,廣西南寧,貨櫃輪,基隆港,1
098年07月,廣東南沙,貨櫃輪,基隆港,164
098年07月,江蘇南通,貨櫃輪,基隆港,290
098年07月,廣東南頭,貨櫃輪,基隆港,16
098年07月,廣東平州,貨櫃輪,基隆港,164
098年07月,廣東平湖,貨櫃輪,基隆港,42
098年07月,廣東坪山,貨櫃輪,基隆港,57
098年07月,廣東番禺市橋,貨櫃輪,基隆港,35
098年07月,福建莆田,貨櫃輪,基隆港,229
098年07月,上海浦東機場,貨櫃輪,基隆港,5
098年07月,廣東清溪,貨櫃輪,基隆港,378
098年07月,廣西企沙,貨櫃輪,基隆港,45
098年07月,廣東清遠,貨櫃輪,基隆港,60
098年07月,福建泉州,貨櫃輪,基隆港,71
098年07月,廣東容奇,貨櫃輪,基隆港,527
098年07月,上海,貨櫃輪,基隆港,49367
098年07月,遼寧瀋陽,貨櫃輪,基隆港,121
098年07月,廣東三山,貨櫃輪,基隆港,44
098年07月,廣東沙井,貨櫃輪,基隆港,361
098年07月,廣東蛇口,貨櫃輪,基隆港,122
