時間,地區別,船種,臺灣港口,重量(公噸)
098年09月,廣東汕頭,貨櫃輪,基隆港,43
098年09月,廣東深圳,貨櫃輪,基隆港,14
098年09月,江蘇太倉,貨櫃輪,基隆港,2368
098年09月,山東青島,貨櫃輪,基隆港,7865
098年09月,天津,貨櫃輪,基隆港,147
098年09月,天津新港,貨櫃輪,基隆港,4881
098年09月,浙江溫州,貨櫃輪,基隆港,198
098年09月,福建圍頭,貨櫃輪,基隆港,43
098年09月,湖北武漢,貨櫃輪,基隆港,1189
098年09月,廣東新豐,貨櫃輪,基隆港,2203
098年09月,天津新港,貨櫃輪,基隆港,2674
098年09月,廣東新會,貨櫃輪,基隆港,0
098年09月,廣東新塘,貨櫃輪,基隆港,33
098年09月,福建廈門,貨櫃輪,基隆港,17699
098年09月,青海西寧,貨櫃輪,基隆港,25
098年09月,湖南－－,貨櫃輪,基隆港,0
098年09月,遼寧營口,貨櫃輪,基隆港,25
098年09月,山東煙臺,貨櫃輪,基隆港,3
098年09月,廣東鹽田,貨櫃輪,基隆港,209
098年09月,江蘇楊州,貨櫃輪,基隆港,16
098年09月,廣東湛江,貨櫃輪,基隆港,734
098年09月,江蘇鎮江,貨櫃輪,基隆港,150
098年09月,江蘇張家港,貨櫃輪,基隆港,240
098年09月,廣東肇慶,貨櫃輪,基隆港,154
098年09月,廣東珠海,貨櫃輪,基隆港,14
098年09月,福建漳州,貨櫃輪,基隆港,272
098年09月,廣東廣州,散裝輪,基隆港,63400
098年09月,福建城澳,散裝輪,基隆港,14350
098年09月,福建福州,散裝輪,基隆港,131040
098年09月,廣東黃埔,散裝輪,基隆港,79520
098年09月,福建馬尾,散裝輪,基隆港,20990
098年09月,廣東沙田,散裝輪,基隆港,19300
098年09月,湖南－－,散裝輪,基隆港,23700
098年09月,江蘇張家港,散裝輪,基隆港,15000
098年09月,福建漳州,散裝輪,基隆港,6200
098年09月,江蘇南通,乾貨輪,基隆港,510
098年10月,安徽安慶,貨櫃輪,基隆港,43
098年10月,重慶,貨櫃輪,基隆港,363
098年10月,湖南長沙,貨櫃輪,基隆港,26
098年10月,廣東東莞,貨櫃輪,基隆港,0
098年10月,遼寧大連,貨櫃輪,基隆港,3932
098年10月,廣西防城,貨櫃輪,基隆港,551
098年10月,吉林豐廣,貨櫃輪,基隆港,2
098年10月,福建福州,貨櫃輪,基隆港,1526
098年10月,廣東花都,貨櫃輪,基隆港,118
098年10月,廣東黃埔,貨櫃輪,基隆港,464
098年10月,江蘇江陰,貨櫃輪,基隆港,384
098年10月,江西九江,貨櫃輪,基隆港,6
098年10月,廣東九江,貨櫃輪,基隆港,23
098年10月,江西南昌,貨櫃輪,基隆港,88
098年10月,江蘇連雲港,貨櫃輪,基隆港,4358
098年10月,浙江寧波,貨櫃輪,基隆港,5614
098年10月,江蘇南京,貨櫃輪,基隆港,517
098年10月,廣東南沙,貨櫃輪,基隆港,23
098年10月,江蘇南通,貨櫃輪,基隆港,61
098年10月,上海浦東機場,貨櫃輪,基隆港,5
098年10月,廣東容奇,貨櫃輪,基隆港,16
098年10月,吉林三合,貨櫃輪,基隆港,0
098年10月,上海,貨櫃輪,基隆港,43122
098年10月,廣東三山,貨櫃輪,基隆港,98
098年10月,福建石獅,貨櫃輪,基隆港,10
098年10月,廣東蛇口,貨櫃輪,基隆港,458
098年10月,福建石湖,貨櫃輪,基隆港,15
098年10月,廣東汕頭,貨櫃輪,基隆港,76
098年10月,廣東深圳,貨櫃輪,基隆港,11
098年10月,江蘇太倉,貨櫃輪,基隆港,2673
098年10月,山東青島,貨櫃輪,基隆港,9150
098年10月,天津,貨櫃輪,基隆港,56
098年10月,天津新港,貨櫃輪,基隆港,4249
098年10月,浙江溫州,貨櫃輪,基隆港,34
098年10月,福建圍頭,貨櫃輪,基隆港,27
098年10月,湖北武漢,貨櫃輪,基隆港,593
098年10月,廣東新豐,貨櫃輪,基隆港,1642
098年10月,天津新港,貨櫃輪,基隆港,3703
098年10月,廣東新會,貨櫃輪,基隆港,20
098年10月,廣東新塘,貨櫃輪,基隆港,43
098年10月,福建廈門,貨櫃輪,基隆港,18701
098年10月,青海西寧,貨櫃輪,基隆港,30
098年10月,河北宜昌,貨櫃輪,基隆港,62
098年10月,山東煙臺,貨櫃輪,基隆港,10
098年10月,廣東鹽田,貨櫃輪,基隆港,292
098年10月,江蘇楊州,貨櫃輪,基隆港,16
098年10月,廣東湛江,貨櫃輪,基隆港,196
098年10月,江蘇鎮江,貨櫃輪,基隆港,476
098年10月,江蘇張家港,貨櫃輪,基隆港,271
098年10月,廣東肇慶,貨櫃輪,基隆港,173
098年10月,廣東中山,貨櫃輪,基隆港,3
098年10月,福建漳州,貨櫃輪,基隆港,23
098年10月,遼寧大連,油輪,基隆港,0
098年10月,廣東廣州,散裝輪,基隆港,119000
098年10月,江蘇常熟,散裝輪,基隆港,1832
098年10月,福建城澳,散裝輪,基隆港,29901
098年10月,廣東黃埔,散裝輪,基隆港,100450
098年10月,福建廈門,散裝輪,基隆港,99190
098年10月,江蘇張家港,散裝輪,基隆港,38000
098年10月,山東日照,乾貨輪,基隆港,18279
098年10月,福建廈門,乾貨輪,基隆港,20000
098年10月,天津新港,其他專用貨船,基隆港,657
098年11月,福建廈門,客貨輪,基隆港,26
098年11月,安徽安慶,貨櫃輪,基隆港,55
098年11月,廣西北海,貨櫃輪,基隆港,100
098年11月,福建北茭,貨櫃輪,基隆港,5
098年11月,重慶,貨櫃輪,基隆港,201
098年11月,湖南長沙,貨櫃輪,基隆港,86
098年11月,遼寧大連,貨櫃輪,基隆港,5920
098年11月,廣西防城,貨櫃輪,基隆港,1570
098年11月,吉林豐廣,貨櫃輪,基隆港,6
098年11月,福建福州,貨櫃輪,基隆港,1070
098年11月,廣東花都,貨櫃輪,基隆港,47
098年11月,廣東黃埔,貨櫃輪,基隆港,824
098年11月,江蘇江陰,貨櫃輪,基隆港,122
098年11月,江西九江,貨櫃輪,基隆港,34
098年11月,廣東九江,貨櫃輪,基隆港,50
098年11月,廣東江門,貨櫃輪,基隆港,7
098年11月,江西南昌,貨櫃輪,基隆港,85
098年11月,廣東蓮花山,貨櫃輪,基隆港,9
098年11月,廣東勒流,貨櫃輪,基隆港,4
098年11月,江蘇連雲港,貨櫃輪,基隆港,3476
098年11月,廣東南海,貨櫃輪,基隆港,8
098年11月,浙江寧波,貨櫃輪,基隆港,7339
098年11月,江蘇南京,貨櫃輪,基隆港,391
098年11月,廣東南沙,貨櫃輪,基隆港,6
098年11月,江蘇南通,貨櫃輪,基隆港,61
098年11月,廣東容奇,貨櫃輪,基隆港,33
098年11月,廣東水東,貨櫃輪,基隆港,40
098年11月,上海,貨櫃輪,基隆港,55113
098年11月,遼寧瀋陽,貨櫃輪,基隆港,4
098年11月,廣東三山,貨櫃輪,基隆港,15
098年11月,廣東蛇口,貨櫃輪,基隆港,746
098年11月,廣東沙田,貨櫃輪,基隆港,22
098年11月,廣東南海三山,貨櫃輪,基隆港,41
098年11月,廣東汕頭,貨櫃輪,基隆港,95
098年11月,廣東深圳,貨櫃輪,基隆港,46
098年11月,江蘇太倉,貨櫃輪,基隆港,2264
098年11月,山東青島,貨櫃輪,基隆港,11013
098年11月,天津,貨櫃輪,基隆港,213
098年11月,天津新港,貨櫃輪,基隆港,5779
098年11月,浙江溫州,貨櫃輪,基隆港,128
098年11月,福建圍頭,貨櫃輪,基隆港,11
098年11月,湖北武漢,貨櫃輪,基隆港,875
098年11月,廣西梧州,貨櫃輪,基隆港,4
098年11月,廣東新豐,貨櫃輪,基隆港,1664
098年11月,天津新港,貨櫃輪,基隆港,3705
098年11月,廣東新會,貨櫃輪,基隆港,10
098年11月,廣東新塘,貨櫃輪,基隆港,12
098年11月,福建廈門,貨櫃輪,基隆港,21951
098年11月,青海西寧,貨櫃輪,基隆港,110
098年11月,河北宜昌,貨櫃輪,基隆港,25
098年11月,遼寧營口,貨櫃輪,基隆港,48
098年11月,山東煙臺,貨櫃輪,基隆港,20
098年11月,廣東鹽田,貨櫃輪,基隆港,364
098年11月,江蘇楊州,貨櫃輪,基隆港,16
098年11月,廣東湛江,貨櫃輪,基隆港,267
098年11月,江蘇鎮江,貨櫃輪,基隆港,231
098年11月,河北張家口,貨櫃輪,基隆港,5
098年11月,江蘇張家港,貨櫃輪,基隆港,297
098年11月,廣東肇慶,貨櫃輪,基隆港,489
098年11月,廣東珠海,貨櫃輪,基隆港,10
098年11月,福建漳州,貨櫃輪,基隆港,123
098年11月,廣東廣州,散裝輪,基隆港,95760
098年11月,福建城澳,散裝輪,基隆港,34000
098年11月,福建福州,散裝輪,基隆港,2980
098年11月,廣東黃埔,散裝輪,基隆港,139980
098年11月,廣東沙田,散裝輪,基隆港,4000
098年11月,江蘇泰州,散裝輪,基隆港,46000
098年11月,福建廈門,散裝輪,基隆港,69973
098年11月,福建漳州,散裝輪,基隆港,26112
098年11月,遼寧丹東,乾貨輪,基隆港,3000
098年11月,江蘇南通,乾貨輪,基隆港,510
098年11月,山東日照,乾貨輪,基隆港,9208
098年11月,天津新港,其他專用貨船,基隆港,1326
098年12月,福建廈門,客貨輪,基隆港,559
098年12月,安徽安慶,貨櫃輪,基隆港,47
098年12月,廣西北海,貨櫃輪,基隆港,53
098年12月,重慶,貨櫃輪,基隆港,378
098年12月,廣東長沙,貨櫃輪,基隆港,25
098年12月,湖南長沙,貨櫃輪,基隆港,128
098年12月,廣東東莞,貨櫃輪,基隆港,1
098年12月,遼寧大連,貨櫃輪,基隆港,5707
098年12月,廣西防城,貨櫃輪,基隆港,1650
098年12月,吉林豐廣,貨櫃輪,基隆港,19
098年12月,福建福州,貨櫃輪,基隆港,1186
098年12月,廣東花都,貨櫃輪,基隆港,77
098年12月,廣東黃埔,貨櫃輪,基隆港,734
098年12月,江蘇江陰,貨櫃輪,基隆港,82
098年12月,江西九江,貨櫃輪,基隆港,9
098年12月,廣東甲子,貨櫃輪,基隆港,44
098年12月,廣東九江,貨櫃輪,基隆港,31
098年12月,廣東蓮花山,貨櫃輪,基隆港,7
098年12月,江蘇連雲港,貨櫃輪,基隆港,3648
098年12月,浙江寧波,貨櫃輪,基隆港,5356
098年12月,江蘇南京,貨櫃輪,基隆港,365
098年12月,廣東南沙,貨櫃輪,基隆港,27
098年12月,江蘇南通,貨櫃輪,基隆港,59
098年12月,廣東容奇,貨櫃輪,基隆港,39
098年12月,雲南綏江,貨櫃輪,基隆港,22
098年12月,上海,貨櫃輪,基隆港,55191
098年12月,廣東三山,貨櫃輪,基隆港,23
098年12月,廣東蛇口,貨櫃輪,基隆港,640
098年12月,湖北沙市,貨櫃輪,基隆港,36
098年12月,廣西水口,貨櫃輪,基隆港,6
098年12月,廣東南海三山,貨櫃輪,基隆港,22
098年12月,廣東順德,貨櫃輪,基隆港,3
098年12月,廣東汕頭,貨櫃輪,基隆港,56
098年12月,廣東深圳,貨櫃輪,基隆港,26
098年12月,江蘇太倉,貨櫃輪,基隆港,3377
098年12月,山東青島,貨櫃輪,基隆港,12904
098年12月,天津,貨櫃輪,基隆港,172
098年12月,天津新港,貨櫃輪,基隆港,6084
098年12月,安徽蕪湖,貨櫃輪,基隆港,26
098年12月,浙江溫州,貨櫃輪,基隆港,221
098年12月,湖北武漢,貨櫃輪,基隆港,914
098年12月,廣東新豐,貨櫃輪,基隆港,1430
098年12月,天津新港,貨櫃輪,基隆港,4173
098年12月,廣東新會,貨櫃輪,基隆港,17
098年12月,廣東新塘,貨櫃輪,基隆港,69
098年12月,福建廈門,貨櫃輪,基隆港,21346
098年12月,青海西寧,貨櫃輪,基隆港,35
098年12月,湖南－－,貨櫃輪,基隆港,4
098年12月,河北宜昌,貨櫃輪,基隆港,115
098年12月,遼寧營口,貨櫃輪,基隆港,168
098年12月,山東煙臺,貨櫃輪,基隆港,0
098年12月,廣東鹽田,貨櫃輪,基隆港,545
098年12月,江蘇楊州,貨櫃輪,基隆港,15
098年12月,廣東湛江,貨櫃輪,基隆港,393
098年12月,江蘇鎮江,貨櫃輪,基隆港,592
098年12月,江蘇張家港,貨櫃輪,基隆港,391
098年12月,廣東肇慶,貨櫃輪,基隆港,94
098年12月,廣東中山,貨櫃輪,基隆港,3
098年12月,廣東珠海,貨櫃輪,基隆港,5
098年12月,福建漳州,貨櫃輪,基隆港,208
098年12月,廣東廣州,散裝輪,基隆港,140760
098年12月,福建城澳,散裝輪,基隆港,33900
098年12月,廣東黃埔,散裝輪,基隆港,103200
098年12月,福建泉州,散裝輪,基隆港,8850
098年12月,福建松下,散裝輪,基隆港,8980
098年12月,江蘇泰州,散裝輪,基隆港,38000
098年12月,福建廈門,散裝輪,基隆港,125799
098年12月,山東日照,乾貨輪,基隆港,9239
099年01月,天津新港,客貨輪,基隆港,50
099年01月,福建廈門,客貨輪,基隆港,470
099年01月,安徽安慶,貨櫃輪,基隆港,32
099年01月,廣東廣州,貨櫃輪,基隆港,7
099年01月,重慶,貨櫃輪,基隆港,942
099年01月,湖南長沙,貨櫃輪,基隆港,213
099年01月,四川成都,貨櫃輪,基隆港,18
099年01月,遼寧大連,貨櫃輪,基隆港,4837
099年01月,廣西防城,貨櫃輪,基隆港,654
099年01月,吉林豐廣,貨櫃輪,基隆港,12
099年01月,福建福州,貨櫃輪,基隆港,1731
099年01月,廣東佛山,貨櫃輪,基隆港,63
099年01月,廣東高明,貨櫃輪,基隆港,31
099年01月,海南海口,貨櫃輪,基隆港,32
099年01月,廣東花都,貨櫃輪,基隆港,69
099年01月,廣東黃埔,貨櫃輪,基隆港,603
099年01月,江蘇江陰,貨櫃輪,基隆港,126
099年01月,江西九江,貨櫃輪,基隆港,62
099年01月,廣東甲子,貨櫃輪,基隆港,70
099年01月,廣東九江,貨櫃輪,基隆港,17
099年01月,廣東江門,貨櫃輪,基隆港,8
099年01月,廣東蓮花山,貨櫃輪,基隆港,1
099年01月,江蘇連雲港,貨櫃輪,基隆港,3923
099年01月,廣東茂名,貨櫃輪,基隆港,42
099年01月,浙江寧波,貨櫃輪,基隆港,7262
099年01月,江蘇南京,貨櫃輪,基隆港,688
099年01月,廣東南沙,貨櫃輪,基隆港,30
099年01月,江蘇南通,貨櫃輪,基隆港,23
099年01月,廣東容奇,貨櫃輪,基隆港,21
099年01月,吉林三合,貨櫃輪,基隆港,25
099年01月,廣東水東,貨櫃輪,基隆港,60
099年01月,上海,貨櫃輪,基隆港,59842
099年01月,遼寧瀋陽,貨櫃輪,基隆港,8
099年01月,廣東三山,貨櫃輪,基隆港,35
099年01月,廣東蛇口,貨櫃輪,基隆港,199
099年01月,湖北沙市,貨櫃輪,基隆港,0
099年01月,廣東沙田,貨櫃輪,基隆港,22
099年01月,廣東三水,貨櫃輪,基隆港,19
099年01月,廣西水口,貨櫃輪,基隆港,2
099年01月,廣東汕頭,貨櫃輪,基隆港,218
099年01月,廣東深圳,貨櫃輪,基隆港,6
099年01月,江蘇太倉,貨櫃輪,基隆港,3475
099年01月,山東青島,貨櫃輪,基隆港,12414
099年01月,天津,貨櫃輪,基隆港,188
099年01月,天津新港,貨櫃輪,基隆港,6292
099年01月,浙江溫州,貨櫃輪,基隆港,253
099年01月,湖北武漢,貨櫃輪,基隆港,402
099年01月,廣西梧州,貨櫃輪,基隆港,36
099年01月,廣東新豐,貨櫃輪,基隆港,1745
099年01月,天津新港,貨櫃輪,基隆港,4413
099年01月,廣東新會,貨櫃輪,基隆港,40
099年01月,廣東新塘,貨櫃輪,基隆港,46
099年01月,福建廈門,貨櫃輪,基隆港,24114
099年01月,青海西寧,貨櫃輪,基隆港,35
099年01月,河北宜昌,貨櫃輪,基隆港,183
099年01月,遼寧營口,貨櫃輪,基隆港,120
099年01月,廣東鹽田,貨櫃輪,基隆港,618
099年01月,湖南岳陽,貨櫃輪,基隆港,31
099年01月,廣東湛江,貨櫃輪,基隆港,1091
099年01月,江蘇鎮江,貨櫃輪,基隆港,20
099年01月,江蘇張家港,貨櫃輪,基隆港,136
099年01月,廣東肇慶,貨櫃輪,基隆港,173
099年01月,廣東中山,貨櫃輪,基隆港,14
099年01月,廣東珠海,貨櫃輪,基隆港,13
099年01月,福建漳州,貨櫃輪,基隆港,62
099年01月,廣東廣州,散裝輪,基隆港,219012
099年01月,福建城澳,散裝輪,基隆港,33700
099年01月,廣東黃埔,散裝輪,基隆港,81000
099年01月,福建泉州,散裝輪,基隆港,18010
099年01月,江蘇泰州,散裝輪,基隆港,23000
099年01月,福建廈門,散裝輪,基隆港,62617
099年01月,江蘇張家港,散裝輪,基隆港,15000
099年01月,福建漳州,散裝輪,基隆港,28800
099年01月,山東日照,乾貨輪,基隆港,4200
099年01月,廣東沙田,乾貨輪,基隆港,5400
099年01月,福建廈門,乾貨輪,基隆港,21000
099年02月,福建廈門,客貨輪,基隆港,233
099年02月,安徽安慶,貨櫃輪,基隆港,96
099年02月,廣西北海,貨櫃輪,基隆港,0
099年02月,廣東廣州,貨櫃輪,基隆港,11
099年02月,重慶,貨櫃輪,基隆港,271
099年02月,廣東長沙,貨櫃輪,基隆港,25
099年02月,湖南長沙,貨櫃輪,基隆港,125
099年02月,廣東東莞,貨櫃輪,基隆港,19
099年02月,遼寧大連,貨櫃輪,基隆港,3618
099年02月,廣西防城,貨櫃輪,基隆港,1150
099年02月,福建福州,貨櫃輪,基隆港,528
099年02月,廣東佛山,貨櫃輪,基隆港,7
099年02月,廣東高要,貨櫃輪,基隆港,60
099年02月,廣東高明,貨櫃輪,基隆港,4
099年02月,海南海口,貨櫃輪,基隆港,6
099年02月,廣東花都,貨櫃輪,基隆港,50
099年02月,廣東黃埔,貨櫃輪,基隆港,390
099年02月,廣東黃埔新港,貨櫃輪,基隆港,3
099年02月,江蘇江陰,貨櫃輪,基隆港,151
099年02月,江西九江,貨櫃輪,基隆港,9
099年02月,廣東甲子,貨櫃輪,基隆港,22
099年02月,廣東九江,貨櫃輪,基隆港,45
099年02月,廣東江門,貨櫃輪,基隆港,25
099年02月,江西南昌,貨櫃輪,基隆港,220
099年02月,廣東蓮花山,貨櫃輪,基隆港,8
099年02月,廣東勒流,貨櫃輪,基隆港,7
099年02月,江蘇連雲港,貨櫃輪,基隆港,2373
099年02月,廣東茂名,貨櫃輪,基隆港,19
099年02月,浙江寧波,貨櫃輪,基隆港,3988
099年02月,江蘇南京,貨櫃輪,基隆港,329
099年02月,廣東南沙,貨櫃輪,基隆港,8
099年02月,江蘇南通,貨櫃輪,基隆港,306
099年02月,廣東水東,貨櫃輪,基隆港,80
099年02月,上海,貨櫃輪,基隆港,39906
099年02月,遼寧瀋陽,貨櫃輪,基隆港,14
099年02月,廣東三山,貨櫃輪,基隆港,2
099年02月,廣東蛇口,貨櫃輪,基隆港,488
099年02月,廣東三榕,貨櫃輪,基隆港,105
099年02月,廣東汕頭,貨櫃輪,基隆港,23
099年02月,廣東深圳,貨櫃輪,基隆港,4
099年02月,江蘇太倉,貨櫃輪,基隆港,2184
099年02月,山東青島,貨櫃輪,基隆港,7146
099年02月,天津,貨櫃輪,基隆港,61
099年02月,天津新港,貨櫃輪,基隆港,3382
099年02月,浙江溫州,貨櫃輪,基隆港,197
099年02月,湖北武漢,貨櫃輪,基隆港,373
099年02月,廣東新豐,貨櫃輪,基隆港,1209
099年02月,天津新港,貨櫃輪,基隆港,2907
099年02月,廣東香洲,貨櫃輪,基隆港,172
099年02月,廣東新塘,貨櫃輪,基隆港,26
099年02月,福建廈門,貨櫃輪,基隆港,13099
099年02月,河北宜昌,貨櫃輪,基隆港,16
099年02月,廣東鹽田,貨櫃輪,基隆港,325
099年02月,湖南岳陽,貨櫃輪,基隆港,25
099年02月,江蘇楊州,貨櫃輪,基隆港,16
099年02月,廣東湛江,貨櫃輪,基隆港,212
099年02月,江蘇鎮江,貨櫃輪,基隆港,66
099年02月,江蘇張家港,貨櫃輪,基隆港,127
099年02月,廣東肇慶,貨櫃輪,基隆港,42
099年02月,廣東中山,貨櫃輪,基隆港,20
099年02月,廣東珠海,貨櫃輪,基隆港,137
099年02月,福建漳州,貨櫃輪,基隆港,28
099年02月,遼寧大連,油輪,基隆港,3103
099年02月,廣東廣州,散裝輪,基隆港,83838
099年02月,福建城澳,散裝輪,基隆港,16900
099年02月,廣東黃埔,散裝輪,基隆港,36800
099年02月,江蘇連雲港,散裝輪,基隆港,4500
099年02月,福建泉州,散裝輪,基隆港,8902
099年02月,福建廈門,散裝輪,基隆港,135530
099年02月,江蘇張家港,散裝輪,基隆港,46000
099年02月,山東煙臺,乾貨輪,基隆港,4828
099年03月,福建廈門,客貨輪,基隆港,171
099年03月,安徽安慶,貨櫃輪,基隆港,18
099年03月,廣西北海,貨櫃輪,基隆港,7
099年03月,廣東廣州,貨櫃輪,基隆港,6
099年03月,河南鄭州,貨櫃輪,基隆港,56
099年03月,重慶,貨櫃輪,基隆港,273
099年03月,湖南長沙,貨櫃輪,基隆港,120
099年03月,遼寧大連,貨櫃輪,基隆港,3662
099年03月,廣西防城,貨櫃輪,基隆港,792
099年03月,福建福州,貨櫃輪,基隆港,797
099年03月,廣東佛山,貨櫃輪,基隆港,8
099年03月,廣東高明,貨櫃輪,基隆港,19
099年03月,廣東花都,貨櫃輪,基隆港,330
099年03月,廣東黃埔,貨櫃輪,基隆港,960
099年03月,廣東黃埔新港,貨櫃輪,基隆港,16
099年03月,江蘇江陰,貨櫃輪,基隆港,635
099年03月,江西九江,貨櫃輪,基隆港,235
099年03月,廣東甲子,貨櫃輪,基隆港,44
